Title,Year,Keywords,MeSH Terms
"Partial Replacement of Soyabean Meal with Defatted Black Soldier Fly (<i>Hermetia illucens</i> L.) Larvae Meal Influences Blood Biochemistry and Modulate Oxidative Stress, but Not Growth Performance of Pigs.",2025,black soldier fly; blood biochemistry; digestible energy; growing pigs; growth performance; insect meal; nutrient digestibility; oxidative stress,
"Can a mixture of Hermetia illucens and Tenebrio molitor meals be feasible to feed broiler chickens? A focus on bird productive performance, nutrient digestibility, and meat quality.",2025,Alternative protein; Black soldier fly; Commercial farming; Poultry; Yellow mealworm,Animals; Chickens; Tenebrio; Meat; Animal Feed; Digestion; Male; Diet; Animal Nutritional Physiological Phenomena; Random Allocation
Australian Dog Owners' Acceptance of Insect-Based Pet Food.,2025,black soldier fly larvae; crickets; dog-human relationship; entomophagy; food neophobia; marketing; mealworms; nutrition,
"Dietary Protein Levels in Isoenergetic Diets Affect the Performance, Nutrient Utilization and Retention of Nitrogen and Amino Acids of <i>Hermetia illucens</i> (L.) (Diptera: Stratiomyidae) Larvae.",2025,amino acids; black soldier fly larvae; insect nutrition; retention,
Evaluation of black soldier fly larvae reared on different organic substrates on nutrient digestibility and palatability in cats.,2025,Feline; Insect; Poultry meal,
"Review: Insects as a novel feed ingredient: processing technologies, quality and safety considerations.",2025,Black soldier fly; Digestibility; Edible insects; Processing; Protein,Animals; Animal Feed; Insecta; Food Handling; Food Safety; Nutritive Value; Edible Insects
"Effect of graded inclusion of black soldier fly (Hermetia illucens, Linnaeus, 1758) pre-pupae meal in diets for gilthead seabream (Sparus aurata, Linnaeus, 1758) on gut microbiome and liver morphology.",2025,Hermetia illucens; Aquafeed; Gilthead seabream; Liver; Microbiota,Animals; Sea Bream; Gastrointestinal Microbiome; Animal Feed; Liver; Diet; Animal Nutritional Physiological Phenomena
Effects of live black soldier fly and yellow mealworm larvae supplementation on slaughter performance and meat composition of Muscovy ducks.,2025,Cairina moschata L.; Hermetia illucens; Tenebrio molitor; Fatty acid; Insect; Live larvae; Meat quality,Animals; Ducks; Larva; Meat; Animal Feed; Female; Dietary Supplements; Diptera; Tenebrio; Simuliidae
"Chitinase improves the available energy, amino acids digestibility of black soldier fly and fecal microbiota of growing pigs.",2025,Amino Acids Digestibility; Black Soldier Fly; Chitinase; Energy Value; Fecal Microbiota; Growing Pigs,
"The Addition of <i>Hermetia illucens</i> to Feed: Influence on Nutritional Composition, Protein Digestion Characteristics, and Antioxidant Activity of <i>Acheta domesticus</i>.",2025,Acheta domesticus; biological activity; in vitro digestion; nutritional characteristics; polypeptide,
Review: A journey into the black soldier fly digestive system: From current knowledge to applied perspectives.,2025,Entomo-remediation; Gut microbiota; Hermetia illucens; In vitro digestion models; Midgut functional plasticity; Recalcitrant substrates,Animals; Larva; Simuliidae; Diptera; Digestive System
"Transformations of Head Structures During the Larval Development of the Black Soldier Fly Hermetia illucens (Stratiomyidae, Diptera).",2025,head anatomy; instars; maggots; postembryonic development; soldier flies,Animals; Larva; Diptera; Head
The impact of scale and frass recirculation on pathogen inactivation dynamics in black soldier fly larvae bioconversion.,2025,Hermetia illucens; biowaste treatment; eco technology; insect; nutrient recycling; waste management,
"Examining the potential of plastic-fed black soldier fly larvae (Hermetia illucens) as ""bioincubators"" of plastic-degrading bacteria.",2025,black soldier fly; gut microbiome; insect; microplastics; plastic-degrading bacteria; polyethylene terephthalate; polyhydroxybutyrate; polylactic acid,"Animals; Larva; Bacteria; Plastics; Gastrointestinal Microbiome; Biodegradation, Environmental; Diptera; Polyesters"
"Odor nuisance, environmental impact and health risk of priority-controlled VOCs generated from three decentralized aerobic biological modes in treating rural perishable waste.",2025,Aerobic biological modes; Environmental impact; Health risk; Odor nuisance; Priority-controlled VOCs; Rural perishable waste,Volatile Organic Compounds; Odorants; China; Composting; Air Pollutants; Humans
Insect succession patterns on pig carrion in southern Nigeria.,2025,Decomposition; Forensic entomology; Insect succession patterns; Post-mortem interval; Southern Nigeria,"Animals; Postmortem Changes; Nigeria; Swine; Forensic Entomology; Seasons; Feeding Behavior; Models, Animal; Insecta"
Insights into a Novel and Efficient Microbial Nest System for Treating Pig Farm Wastewater.,2025,correlation analysis; microbial community; microbial nest system; piggery slurry; spectral analysis,
"Regulation of serum reproductive hormones, gap junction proteins, and cytokine profiles in laying hens fed varying levels of expanded black soldier fly meal.",2025,Connexin; Egg production; Expansion; Insects,"Animals; Chickens; Female; Animal Feed; Diet; Cytokines; Random Allocation; Dose-Response Relationship, Drug; Avian Proteins"
Defatted black soldier fly larvae meal as a substitute of soybean meal in dairy cow diets.,2025,Amino acids; Apparent total-tract digestibility; Circularity; Fatty acids; Ruminants,Animals; Cattle; Animal Feed; Female; Diet; Glycine max; Lactation; Larva; Animal Nutritional Physiological Phenomena; Milk; Digestion; Diptera; Simuliidae
Black soldier fly larvae oil downregulated gene expression related to fat metabolism of broilers fed low protein diet.,2025,Black soldier fly; Broiler; Diets; Low protein; Oil,"Animals; Chickens; Animal Feed; Diet; Diet, Protein-Restricted; Lipid Metabolism; Gene Expression; Down-Regulation; Larva; Animal Nutritional Physiological Phenomena; Random Allocation; Male; Simuliidae; Adipose Tissue; Diptera; Gene Expression Regulation"
Black soldier fly larvae oil can partially replace fish oil in the diet of the juvenile mud crab (<i>Scylla paramamosain</i>).,2025,Black soldier fly larvae oil; Growth; Lipid metabolism; Mitochondrial function; Scylla paramamosain,
Black soldier fly larvae mediate Zinc and Chromium transformation through the ZnuCBA and citric acid cycle system.,2025,Bioremediation; Heavy metal forms; Insect transformation; Intestinal microorganisms; Metal regulatory proteins,Animals; Larva; Zinc; Chromium; Citric Acid Cycle; Simuliidae; Gastrointestinal Microbiome
Bioaccumulation and biotransformation of hexavalent chromium in black soldier fly (Hermetia illucens) in the antagonism of selenate.,2025,Antagonism; Biotransformation; Black soldier fly; Chromium; Selenium,"Animals; Chromium; Biotransformation; Selenic Acid; Bioaccumulation; Simuliidae; Biodegradation, Environmental; Larva; Environmental Pollutants; Diptera"
Mitigating the vertical migration and leaching risks of antibiotic resistance genes through insect fertilizer application.,2025,Antibiotic resistance genes; Bacillus; Insect fertilizer; Leaching risks; Vertical migration,"Fertilizers; Drug Resistance, Microbial; Animals; Soil Microbiology; Genes, Bacterial; Bacillus; Groundwater; Agriculture; Drug Resistance, Bacterial"
Evaluation of nutritional and techno-functional aspects of black soldier fly high-protein extracts in different developmental stages.,2025,Emulsifying ability; Food systems; Life history traits; Resource recovery; Sustainable protein,Animals; Larva; Animal Feed; Pupa; Simuliidae; Nutritive Value; Animal Nutritional Physiological Phenomena; Dietary Proteins
Evaluation of nutritional values of defatted black soldier fly (Hermetia illucens) larvae meal using the precision-fed cecectomized rooster assay.,2025,AA digestibility; black soldier fly larvae; canine; feline; nutrition; pet food,Animals; Animal Feed; Larva; Nutritive Value; Diet; Chickens; Animal Nutritional Physiological Phenomena; Male; Digestion; Amino Acids; Diptera
Biological Activity of Peptide Fraction Derived from <i>Hermetia illucens</i> L. (Diptera: Stratiomyidae) Larvae Haemolymph on Gastric Cancer Cells.,2025,anticancer peptides; black soldier fly; haemolymph extracts; in vitro anticancer activity,"Diptera; Antimicrobial Peptides; Drug Screening Assays, Antitumor; Humans; Animals; Stomach Neoplasms; Adenocarcinoma; Antineoplastic Agents; Hemolymph; Apoptosis; Proto-Oncogene Proteins c-bcl-2; Cell Cycle Checkpoints; Larva; Escherichia coli; Caspase 3; Poly (ADP-Ribose) Polymerase-1; Micrococcus"
"Impact of Incorporating Defatted Black Soldier Fly Meal into Diet on Growth Performance, Serum Biochemical Parameters, Nutrient Digestibility, Morphology of the Intestinal Tract, and Immune Index of Brooding Laying Hens.",2025,antioxidant capacity; black soldier fly larvae meal; brooding laying hens; growth performance; serum biochemical indices,
Research note: In vitro anticoccidial activity of protein and lipid extracts from the black soldier fly larvae (Hermetia illucens).,2025,Chicken; Coccidiosis; Eimeria tenella; Insect; Poultry,Animals; Larva; Eimeria; Diptera; Coccidiostats; Coccidiosis; Lipids; Poultry Diseases; Simuliidae; Insect Proteins
Black soldier fly: a new model for bioremediation of antibiotic pollutants.,2025,,
"Correction to ""Microcystin-LR-Induced Changes in Growth Performance, Intestinal Microbiota, and Lipid Metabolism of Black Soldier Fly Larvae (Hermetia illucens)"".",2025,,
"Intake, digestion, and rumen microbial impacts of black soldier fly larvae and frass provided as protein supplements to cattle consuming forage.",2025,Hermetia illucens; beef cattle; insect protein; novel feed; ruminant; sustainability,Animals; Cattle; Rumen; Animal Feed; Diet; Larva; Male; Digestion; Dietary Supplements; Gastrointestinal Microbiome; Dietary Proteins; Animal Nutritional Physiological Phenomena; Simuliidae; Bacteria; Eating
Upcycling nutrients from poultry slaughterhouse solid waste into value-added bioproducts using black soldier fly larvae cultivation.,2025,Black soldier fly larvae bioconversion; DAF solids; Food waste; Nutrient upcycling; Poultry slaughterhouse,Animals; Poultry; Larva; Abattoirs; Solid Waste; Nutrients; Diptera
The apparent metabolisable energy and ileal amino digestibility of black soldier fly (<i>Hermetia illucens</i>) pre-pupae meal for broiler chickens.,2025,Metabolisable energy; amino acids; broiler feed; insect meal; pre-pupae; soldier fly,Animals; Chickens; Digestion; Amino Acids; Animal Feed; Diet; Animal Nutritional Physiological Phenomena; Ileum; Energy Metabolism; Pupa; Male; Glycine max; Random Allocation
"Effects of black soldier fly larvae on the fecal characteristics, skin and coat health markers, immune function, and oral health measures of healthy adult cats.",2025,feline microbiota; feline nutrition; insect protein; novel protein,Animals; Female; Feces; Male; Diet; Larva; Cats; Animal Feed; Diptera; Biomarkers; Animal Fur; Oral Health; Animal Nutritional Physiological Phenomena
Expanding black soldier fly (BSF; <i>Hermetia illucens</i>; Diptera: Stratiomyidae) in the developing world: Use of BSF larvae as a biological tool to recycle various organic biowastes for alternative protein production in Nepal.,2025,Alternative feed; Black soldier fly; Growth performance; Nutrient composition; Rapeseed cake supplementation; Waste management,
Optimization of a hatchery residue fermentation process for potential recovery by black soldier fly larvae.,2025,Black soldier fly; Fermentation; Hatchery residues; Microbiological quality; Volatile organic compounds,Animals; Fermentation; Larva; Animal Feed; Animal Husbandry; Lactose
The defatted black soldier fly meal (Hermetia illucens) improved the pathogen resistance and gut health of Nile Tilapia (Oreochromis niloticus).,2025,Black soldier fly; Goblet cell; Gut health; Pathogen resistance; Protein replacement,"Animals; Cichlids; Animal Feed; Diet; Fish Diseases; Diptera; Gram-Negative Bacterial Infections; Larva; Disease Resistance; Gastrointestinal Microbiome; Random Allocation; Immunity, Innate; Dietary Supplements"
Characteristics of intestinal microbial communities and occurrence of antibiotic resistance genes during degradation of antibiotic mycelial residues by black soldier fly (Hermetia illucens L.) larvae.,2025,Antibiotic resistance genes; Biodegradation; Black solider fly larvae; CTC reduction; Chlortetracycline mycelial residue; Intestinal microbiota,"Animals; Larva; Gastrointestinal Microbiome; Anti-Bacterial Agents; Drug Resistance, Microbial; Diptera; Simuliidae; Biodegradation, Environmental; Mycelium"
